kategori,text
4,"['enjoy', 'refreshing', 'cup', 'hospital', 'ea', 'black', 'mast', 'te', 'call', 'u', 'n', 'check', 'el', 'mix', 'chai', 'chai', 'ad', 'chai', 'herbal', 'tea', 'healthy', 'cherish', 'love', 'taste', 'taste', 'one', 'sip', 'cup', 'tea', 'teacup']"
4,"['worry', 'improve', 'mental', 'health', 'awareness', 'healthy', 'calm', 'meditation', 'n', 'airdrop']"
4,"['known', 'n', 'e', 'basket', 'fruit', 'salad', 'fruit', 'fruit', 'snack', 'challenge', 'healthy', 'healthy', 'healthy', 'coach', 'healthy', 'change', 'magazine']"
4,"['avoid', 'toxic', 'people', 'dont', 'volunteer', 'n', 'toxic', 'relationship', 'motivation', 'nontoxic', 'life', 'health', 'mental', 'health', 'healthy', 'motivational', 'video', 'finding', 'serenity']"
4,"['healthy', 'headache', 'migraine', 'avoid', 'headache']"
4,"['one', 'minute', 'meditation', 'n', 'worry', 'improve', 'mental', 'health', 'awareness', 'healthy', 'calm', 'meditation', 'n', 'happy', 'birthday', 'babe']"
4,"['worry', 'improve', 'mental', 'health', 'awareness', 'healthy', 'calm', 'meditation', 'n', 'macron', 'easter']"
4,"['worry', 'improve', 'mental', 'health', 'awareness', 'healthy', 'calm', 'meditation', 'n', 'mu', 'j', 'th']"
4,"['world', 'health', 'day', 'focus', 'reducing', 'health', 'health', 'equity', 'health', 'equity', 'health', 'healthy', 'healthy', 'health', 'wealth', 'life', 'medical', 'fitness', 'motivation', 'dish', 'dish', 'event', 'planner', 'even', 'dish']"
4,"['walking', 'day', 'incomplete', 'taken', 'walk', 'better', 'health', 'make', 'wonderful', 'day', 'burning', 'walk', 'walking', 'walking', 'day', 'national', 'walking', 'day', 'better', 'health', 'better', 'healthy', 'healthy', 'walking', 'day', 'exercise']"
4,"['intermittent', 'fasting', 'rather', 'shift', 'hunger', 'becomes', 'positive', 'indicator', 'progress', 'source', 'misery', 'embrace', 'sign', 'track', 'healthy']"
4,"['looking', 'build', 'smoking', 'help', 'get', 'read', 'thread', 'smoking', 'cessation', 'smoking', 'tobacco', 'free', 'smoke', 'healthy', 'living', 'healthy', 'life', 'healthy', 'quit', 'smoking']"
4,"['check', 'killer', 'high', 'protein', 'snack', 'advocate', 'villa', 'median', 'n', 'healthy', 'healthy', 'healthy', 'healthy', 'eating', 'healthy', 'eating', 'plan', 'healthy', 'eating', 'made', 'easy', 'healthy', 'eating', 'healthy', 'living', 'healthy', 'eating']"
4,"['incredibly', 'important', 'physical', 'mental', 'health', 'mention', 'quality', 'life', 'get', 'sufficient', 'sleep', 'every', 'day', 'sleep', 'health', 'wellness', 'healthy', 'healthy', 'sleep', 'sleep', 'health']"
4,"['walking', 'twice', 'weekly', 'cholesterol', 'heart', 'attack', 'risk', 'study', 'n', 'click', 'read', 'twice', 'weekly', 'lower', 'cholesterol', 'heart', 'health', 'heart', 'attack', 'prevention', 'healthy', 'healthy', 'sight']"
4,"['small', 'make', 'big', 'impact', 'adopt', 'healthy', 'like', 'active', 'eating', 'nutritious', 'getting', 'enough', 'rest', 'world', 'health', 'day', 'health', 'stay', 'healthy', 'healthy', 'living', 'healthy', 'digital', 'digital', 'te']"
4,"['n', 'n', 'healthy', 'life', 'heart', 'attack', 'healthy', 'healthy']"
4,"['worry', 'improve', 'mental', 'health', 'awareness', 'healthy', 'calm', 'meditation', 'n', 'el', 'musk', 'mu', 'j', 'th']"
4,"['added', 'sitting', 'sauna', 'steam', 'room', 'twice', 'week', 'weekly', 'routine', 'loving', 'heat', 'therapy', 'excited', 'healthy', 'healthy', 'relax', 'relaxation', 'stress', 'stress', 'relief', 'sauna', 'life', 'heart', 'health']"
4,"['people', 'n', 'worry', 'improve', 'mental', 'health', 'awareness', 'healthy', 'calm', 'meditation', 'n', 'sign', 'petition']"
4,"['worry', 'improve', 'mental', 'health', 'aware', 'healthy', 'calm', 'meditation', 'n']"
4,"['healthy', 'heart', 'healthy', 'healthy', 'heart', 'healthy', 'life', 'healthy']"
4,"['sleep', 'key', 'better', 'life', 'even', 'quality', 'sleep', 'make', 'everything', 'better', 'grab', 'hanging', 'fruit', 'impressive', 'life', 'healthy']"
4,"['worry', 'improve', 'mental', 'health', 'awareness', 'healthy', 'calm', 'meditation', 'snap', 'chat', 'leak', 'twitter']"
4,"['know', 'hydrated', 'important', 'much', 'water', 'really', 'drinking', 'day', 'n', 'medical', 'n', 'healthy', 'water', 'life', 'healthy', 'health', 'wealth', 'body', 'need']"
4,"['start', 'today', 'helpful', 'comment', 'one', 'way', 'plan', 'change', 'better', 'business', 'healthy']"
4,"['never', 'underestimate', 'power', 'getting', 'good', 'sleep', 'hanging', 'fruit', 'wellness', 'tree', 'impressive', 'much', 'improve', 'healthy']"
4,"['time', 'make', 'business', 'share', 'healthy', 'give', 'motivation', 'lead', 'share', 'progress', 'u', 'business', 'get', 'fit', 'together']"
4,"['dont', 'let', 'ugly', 'kill', 'beauty', 'n', 'worry', 'improve', 'mental', 'health', 'aware', 'healthy', 'calm', 'meditation', 'n']"
4,"['n', 'healthy', 'healthy', 'life', 'happy', 'life', 'healthy']"
4,"['didnt', 'set', 'coach', 'weight', 'loss', 'please', 'teach', 'lose', 'weight', 'worked', 'body', 'n', 'life', 'coach', 'n', 'food', 'psychology', 'healthy', 'emotional', 'eating', 'health', 'coach', 'workplace']"
4,"['know', 'healthy', 'tough', 'got', 'ease', 'comment', 'going', 'start', 'lead', 'business', 'healthy']"
4,"['may', 'feel', 'reach', 'dont', 'let', 'discourage', 'may', 'arise', 'often', 'insurmountable', 'past', 'serve', 'motivation', 'success', 'tweet', 'share', 'health', 'news', 'community', 'healthy']"
4,"['believe', 'capable', 'much', 'know', 'name', 'one', 'thing', 'completely', 'inconceivable', 'ever', 'achieve', 'weight', 'loss', 'life', 'coach', 'n', 'food', 'psychology', 'healthy', 'emotional', 'eating', 'health', 'coach', 'workplace']"
4,"['discussion', 'risk', 'eye', 'related', 'health', 'importance', 'regular', 'eye', 'checkup', 'better', 'eye', 'health', 'eye', 'health', 'healthy']"
4,"['healthy', 'healthy', 'life', 'healthy', 'healthy', 'heart']"
4,"['today', 'masu', 'head', 'eye', 'care', 'health', 'promotional', 'alongside', 'caroline', 'per', 'e', 'ah', 'b', 'advocacy', 'committee', 'member', 'spoke', 'eye', 'care', 'visual', 'impairment', 'citizen', 'r', 'abu', 'run', 'eye', 'health', 'healthy']"
4,"['n', 'n', 'healthy', 'heart', 'healthy', 'healthy', 'life', 'healthy']"
4,"['boost', 'immune', 'system', 'delicious', 'n', 'n', 'n', 'n', 'n', 'fitness', 'motivation', 'healthy']"
4,"['know', 'hydrated', 'improve', 'radiance', 'keep', 'looking', 'youthful', 'favorite', 'way', 'stay', 'hydrated', 'throughout', 'day', 'wellness', 'healthy', 'tip', 'sent', 'mar', 'optimal', 'health', 'simple', 'guide', 'new', 'post', 'neo', 'healthy', 'healthy', 'improve', 'health', 'weight', 'loss']"
4,"['healthy', 'living', 'healthy', 'healthy', 'life', 'healthy', 'healthy', 'heart', 'stress', 'stress', 'management']"
4,"['supplement', 'industry', 'need', 'step', 'game', 'come', 'accountability', 'shouldnt', 'blindly', 'trust', 'label', 'actually', 'product', 'choose', 'wisely', 'body', 'thank', 'later', 'healthy']"
4,"['make', 'healthy', 'eat', 'healthy', 'diet', 'well', 'balanced', 'meal', 'core', 'improving', 'balanced', 'diet', 'lean', 'protein', 'low', 'fat', 'dairy', 'whole', 'read']"
4,"['ever', 'let', 'recent', 'fall', 'weight', 'discourage', 'n', 'life', 'coach', 'n', 'food', 'psychology', 'healthy', 'emotional', 'eating', 'health', 'coach', 'workplace']"
4,"['eating', 'healthy', 'food', 'body', 'energy', 'imagine', 'smiling', 'back', 'saying', 'thank', 'weight', 'loss', 'work', 'n', 'healthy', 'n', 'healthy', 'coach', 'n', 'health', 'happiness', 'n', 'fitness', 'motivation', 'daily', 'n', 'healthy', 'food', 'nutrition']"
4,"['n', 'n', 'heart', 'attack', 'healthy', 'fitness', 'wellness', 'journey', 'healthy', 'heart', 'healthy']"
4,"['visit', 'ra', 'pal', 'gud', 'healthy']"
4,"['ultimate', 'coach', 'someone', 'turn', 'actionable', 'find', 'mentor', 'wisdom', 'build', 'program', 'success', 'healthy']"
4,"['ancient', 'wisdom', 'sound', 'sleep', 'west', 'health', 'healthy', 'healthy', 'healthy', 'sleep']"
4,"['n', 'eating', 'healthy', 'life', 'healthy', 'drink', 'water']"
4,['nan']
4,"['join', 'fight', 'infectious', 'happy', 'national', 'vaccination', 'day', 'national', 'vaccination', 'day', 'vaccination', 'education', 'infectious', 'healthy', 'fight', 'di', 'sea', 'e']"
4,"['eating', 'healthy', 'plan', 'feel', 'hard', 'sometimes', 'especially', 'rushed', 'time', 'fallen', 'unhealthy', 'dietary', 'routine', 'due', 'convenience', 'weight', 'loss', 'work', 'n', 'healthy', 'n', 'healthy', 'coach', 'n', 'health', 'happiness', 'n', 'fitness', 'motivation', 'daily']"
4,"['n', 'breakfast', 'diet', 'plan', 'healthy', 'life', 'healthy']"
4,"['read', 'free', 'live', 'hundred', 'n', 'last', 'ultimate', 'healthy', 'heart', 'longevity', 'finally', 'revealed', 'n', 'healthy', 'health', 'healthy', 'healthy', 'life', 'healthy', 'healthy', 'healthy', 'healthy']"
4,"['n', 'n', 'n', 'healthy', 'heart', 'healthy', 'heart', 'healthy', 'life', 'healthy', 'healthy', 'medical', 'hospital']"
4,"['dim', 'bedtime', 'reduce', 'risk', 'gestation', 'al', 'diabetes', 'among', 'pregnant', 'study', 'dim', 'bed', 'gestation', 'al', 'diabetes', 'health', 'healthy', 'mother', 'pregnancy']"
4,"['lead', 'eliminate', 'trigger', 'stress', 'productive', 'healthy', 'productive', 'minimalism', 'e']"
4,"['work', 'hard', 'remember', 'rest', 'refresh', 'wellness', 'wellness', 'journey', 'health', 'wellness', 'healthy', 'healthy', 'health', 'coach', 'health', 'coaching']"
4,"['training', 'tough', 'dont', 'forget', 'fun', 'enjoy', 'process', 'easier', 'achieve', 'grit', 'determination', 'also', 'finding', 'joy', 'process', 'healthy']"
4,"['health', 'gentle', 'reminder', 'keep', 'healthy', 'today', 'future', 'micro', 'biome', 'analysis', 'book', 'one', 'health', 'healthy', 'life', 'healthy', 'healthy', 'life', 'healthy', 'micro', 'biome', 'genomic', 'testing']"
4,"['discover', 'many', 'health', 'oil', 'fighting', 'improving', 'digestion', 'natural', 'remedy', 'body', 'click', 'link', 'learn', 'n', 'healthy', 'healthy', 'healthy', 'change', 'n']"
4,"['incorporate', 'busy', 'schedule', 'n', 'n', 'n', 'n', 'n', 'mindful', 'movement', 'healthy']"
4,"['consistency', 'key', 'success', 'reward', 'stay', 'give', 'time', 'see', 'develop', 'consistent', 'visit', 'coach', 'therapist', 'learn', 'tweet', 'share', 'health', 'news', 'community', 'healthy']"
4,"['hard', 'stay', 'away', 'sugar', 'much', 'temptation', 'find', 'manage', 'sweet', 'tooth', 'stay', 'healthy', 'pharmacy', 'sugar', 'pharmacy', 'healthy', 'healthy', 'healthy', 'diet']"
4,"['healthy', 'eat', 'also', 'think', 'say', 'healthy', 'heart', 'healthy', 'march', 'n', 'onwards', 'n', 'police', 'headquarter', 'auditorium', 'healthy', 'heart', 'healthy', 'heart', 'healthy', 'life', 'healthy', 'healthy']"
4,"['anal', 'fist', 'painful', 'even', 'cause', 'bleeding', 'anal', 'canal', 'la', 'surgeon', 'top', 'follow', 'prevent', 'anal', 'fist', 'completely', 'learn', 'healthy', 'health']"
4,"['howdy', 'thing', 'throwback', 'glass', 'wine', 'healthy', 'healthy', 'healthy', 'change', 'healthy', 'healthy', 'coach', 'healthy', 'movement', 'healthy', 'healthy']"
4,"['put', 'together', 'get', 'help', 'live', 'healthy', 'life', 'healthy', 'life', 'healthy', 'healthy', 'healthy', 'healthy', 'coach', 'tra', 'cure', 'provider', 'wellness', 'wellness', 'tourism']"
4,"['movement', 'best', 'medicine', 'health', 'wellness', 'healthy', 'healthy', 'healthy', 'healthy', 'health', 'coach', 'health', 'coaching']"
4,"['tune', 'doctor', 'bola', 'heart', 'tune', 'episode', 'talk', 'healing', 'hindsight', 'medium', 'radio', 'tomorrow', 'doctor', 'bola', 'heart', 'month', 'healthy', 'self', 'care']"
4,"['important', 'part', 'diet', 'essential', 'proper', 'body', 'n', 'visit', 'high', 'protein', 'diet', 'high', 'protein', 'food', 'healthy', 'eating', 'nutrition', 'healthy', 'doc']"
4,"['new', 'improve', 'quality', 'life', 'hearty', 'healthy', 'knowledge', 'power', 'read', 'heart', 'health', 'biogen', 'healthy']"
4,"['ever', 'car', 'important', 'healthy', 'healthy', 'healthy', 'healthy', 'living', 'healthy', 'life', 'happy', 'life', 'eating', 'eat', 'healthy', 'small', 'town', 'big', 'heart', 'small', 'business', 'club', 'fitness', 'small', 'business', 'big', 'fitness']"
4,"['health', 'wellness', 'health', 'wellness', 'health', 'fitness', 'ex', 'eric', 'se', 'weight', 'loss', 'healthy', 'healthy', 'health', 'health', 'daily', 'healthy', 'life', 'work', 'life', 'balance', 'industry', 'healthy']"
4,"['dont', 'make', 'twice', 'learn', 'ultra', 'house', 'full', 'wise', 'provide', 'valuable', 'insight', 'looking', 'learn', 'healthy']"
4,"['mastery', 'come', 'repetition', 'small', 'repeated', 'daily', 'lead', 'big', 'life', 'focus', 'repetitive', 'bring', 'closer', 'try', 'top', 'health', 'wellness', 'product']"
4,"['every', 'day', 'new', 'opportunity', 'make', 'healthy', 'take', 'care', 'healthy', 'healthy', 'life', 'healthy', 'healthy', 'day', 'region', 'opportunity', 'opportunity', 'motivation']"
4,"['optimal', 'health', 'simple', 'guide', 'new', 'post', 'neo', 'healthy', 'healthy', 'improve', 'health', 'weight', 'loss']"
4,"['high', 'value', 'life', 'put', 'faith', 'something', 'dont', 'float', 'life', 'dont', 'settle', 'goal', 'work', 'hard', 'towards', 'find', 'passion', 'peace', 'happiness', 'manage', 'healthy']"
4,"['get', 'healthy', 'living', 'healthy', 'st', 'key', 'healthy', 'healthy', 'healthy', 'journey', 'healthy', 'happy', 'life', 'healthy', 'living', 'get', 'healthy', 'get', 'healthy', 'get', 'healthy', 'health', 'health', 'healthy']"
4,"['best', 'home', 'remedy', 'constipation', 'constipation', 'gut', 'health', 'digestion', 'constipation', 'relief', 'digestive', 'health', 'gut', 'health', 'healthy', 'pure']"
4,"['potassium', 'deficiency', 'n', 'potassium', 'potassium', 'deficiency', 'health', 'health', 'healthy', 'eating', 'healthy', 'healthy']"
4,"['recovery', 'often', 'daily', 'also', 'one', 'important', 'essential', 'brain', 'health', 'matter', 'stay', 'informed', 'healthy', 'brain', 'fog', 'brain', 'function', 'love', 'sport', 'tech']"
4,"['wealth', 'mental', 'health', 'health', 'reminder', 'reminder', 'day', 'kindness', 'kindness', 'mental', 'health', 'physical', 'health', 'help', 'advice', 'health', 'happy', 'life', 'healthy', 'n', 'follow', 'u']"
4,"['n', 'happy', 'maha', 'shiv', 'n', 'maha', 'dev', 'healthy', 'healthy', 'food', 'diet', 'healthy', 'fasting', 'fasting', 'fasting', 'weight', 'loss', 'shiv', 'shiv', 'special', 'harm', 'om', 'h', 'ya', 'healthy', 'food', 'weight', 'loss', 'weight', 'loss', 'diet', 'diet', 'dry']"
4,"['know', 'excellent', 'health', 'good', 'diet', 'na', 'healthy', 'diet', 'essential', 'good', 'health', 'nutrition', 'ava', 'b', 'hart', 'health', 'diet', 'healthy', 'diet', 'health', 'food', 'pharmacy', 'e', 'pharmacy', 'healthy', 'healthy']"
4,"['time', 'take', 'first', 'step', 'start', 'living', 'healthy', 'awareness', 'day', 'healthy', 'health', 'healthy', 'eating', 'healthy', 'living', 'healthy', 'life', 'healthy', 'healthy', 'healthy']"
4,"['know', 'better', 'wellness', 'wellness', 'journey', 'healthy', 'healthy', 'health', 'coach', 'health', 'coaching', 'healthy', 'healthy', 'living']"
4,"['follow', 'lower', 'risk', 'cancer', 'live', 'happier', 'life', 'know', 'cancer', 'prevention', 'call', 'u', 'n', 'cancer', 'prevention', 'healthy', 'cancer', 'awareness', 'health', 'awareness', 'shah', 'cancer', 'care', 'cancer', 'support', 'cancer', 'treatment']"
4,"['case', 'difficult', 'week', 'take', 'minute', 'remind', 'going', 'fine', 'capable', 'n', 'healthy', 'self', 'care', 'positive', 'daily', 'challenge']"
4,"['keep', 'moving', 'toward', 'healthy', 'healthy', 'health', 'coach', 'health', 'coaching', 'healthy', 'healthy', 'living']"
4,"['feeling', 'lost', 'unsure', 'next', 'move', 'dont', 'let', 'hold', 'back', 'reaching', 'full', 'potential', 'turn', 'reality', 'even', 'tight', 'budget', 'try', 'top', 'health', 'wellness', 'product']"
4,"['version', 'become', 'better', 'every', 'day', 'daily', 'tough', 'challenge', 'version', 'doesnt', 'let', 'stress', 'take', 'waiting', 'healthy']"
4,"['lose', 'stubborn', 'body', 'fat', 'fast', 'stubborn', 'stubborn', 'fat', 'weight', 'loss', 'weight', 'loss', 'fat', 'loss', 'fat', 'loss', 'fat', 'dissolve', 'weight', 'loss', 'weight', 'loss', 'weight', 'loss', 'journey', 'n', 'health', 'health', 'healthy', 'eating', 'healthy', 'n']"
